year,category,occupation,count_all,avg_salary
2000,"Installation, Maintenance, and Repair","Riggers",11669,39800.866423841064
2000,"Social Service","Health Diagnosing and Treating Practitioners, nec",11589,44636.14571428571
2000,"Extraction","Extraction workers, nec",39363,35368.043661733616
2000,"Transportation and Material Moving","Transportation Inspectors",47154,52299.84274200613
2000,"Management in Business, Science, and Arts","Gaming Managers",35315,50369.94842465754
2000,"Military","Military Officer Special and Tactical Operations Leaders",4325,50349.70387665198
2000,"Installation, Maintenance, and Repair","Avionics Technicians",17615,48978.17180138568
2000,"Extraction","Mining Machine Operators",62378,47102.16845225603
2000,"Production","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",17867,39326.52440782698
2000,"Financial Specialists","Financial Examiners",13205,71438.52030508475
2000,"Transportation and Material Moving","Transportation workers, nec",23790,39001.760157894736
2000,"Production","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",13016,27057.364985250737
2000,"Military","First-Line Enlisted Military Supervisors",5056,40037.54696356275
2000,"Corporate","Gaming Cage Workers",10268,22635.12660412758
2000,"Production","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",26808,35228.59243097643
2000,"Business Operations Specialists","Buyers and Purchasing Agents, Farm Products",16805,54146.21024811219
2000,"Transportation and Material Moving","Railroad Brake, Signal, and Switch Operators",12045,53950.54366612111
2000,"Life, Physical, and Social Science","Geological and Petroleum Technicians, and Nuclear Technicians",15004,52333.41493333333
2000,"Extraction","Derrick, rotary drill, and service unit operators, and roustabouts, oil, gas, and mining",20725,39865.6686409396
2000,"Construction","Paving, Surfacing, and Tamping Equipment Operators",21899,34202.09762825904
2000,"Transportation and Material Moving","Pumping Station Operators",24363,45507.75653821033
2000,"Production","Shoe Machine Operators and Tenders",13655,21524.648760736196
2000,"Architecture and Engineering","Petroleum, mining and geological engineers, including mining safety engineers",25505,97768.84033057852
2000,"Farming, Fisheries, and Forestry","Graders and Sorters, Agricultural Products",70128,15396.466379097856
2000,"Production","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",13322,41647.60906158358
2000,"Installation, Maintenance, and Repair","Manufactured Building and Mobile Home Installers",26819,31042.31988957902
2000,"Production","Tire Builders",27162,45434.64588965517
2010,"No Occupation","Unemployed, with No Work Experience in the Last 5 Years or Earlier or Never Worked",128525039,14667.535255075001
2010,"Life, Physical, and Social Science","Physical Scientists, nec",206670,73510.81413492428
2010,"Computer and Mathematical","Software Developers, Applications and Systems Software",943603,87780.18701799486
2010,"Corporate","Customer Service Representatives",2928169,26064.54563550575
2010,"Corporate","Retail Salespersons",4740830,24362.022270869165
2010,"Construction","Brickmasons, Blockmasons, and Stonemasons",224409,26172.492888670917
2010,"Social Service","Licensed Practical and Licensed Vocational Nurses",772241,33829.74850448654
2010,"Financial Specialists","Accountants and Auditors",2293461,66853.38174992781
2010,"Social Service","Recreation and Fitness Workers",606089,16836.390131466622
2010,"Corporate","Cashiers",5082015,11733.560827645975
2010,"Installation, Maintenance, and Repair","Automotive Service Technicians and Mechanics",997345,31263.09810762237
2010,"Production","Other production workers including semiconductor processors and cooling and freezing equipment operators",1557327,28363.19558629776
2010,"Corporate","Secretaries and Administrative Assistants",4656411,29264.4783022799
2010,"Production","Metal workers and plastic workers, nec",477460,28892.56231640789
2010,"Corporate","First-Line Supervisors of Sales Workers",4839236,51326.39483889902
2010,"Production","Paper Goods Machine Setters, Operators, and Tenders",37623,30952.763157894737
2010,"Production","Assemblers and Fabricators, nec",1248455,24927.99592549476
2010,"Corporate","Shipping, Receiving, and Traffic Clerks",731794,25799.691546631748
2010,"Social Service","Firefighters",313679,60592.60624402676
2010,"Food Preparation and Serving","Dishwashers",464290,8448.512177477694
2010,"Transportation and Material Moving","Driver/Sales Workers and Truck Drivers",3814511,34407.865353897716
2010,"Food Preparation and Serving","Food Preparation Workers",1167925,10126.691578039667
2010,"Construction","Electricians",913866,42422.43355555556
2010,"Arts, Design, Entertainment, Sports, and Media","Athletes, Coaches, Umpires, and Related Workers",403264,26857.38658568788
2010,"Construction","First-Line Supervisors of Construction Trades and Extraction Workers",1018680,52232.77959295428
2010,"Social Service","Physicians and Surgeons",904577,196259.55100552255
2010,"Building and Grounds Cleaning and Maintenance","Janitors and Building Cleaners",3312837,20921.857669756006
2010,"Education, Training, and Library","Postsecondary Teachers",1634161,59080.039932963475
2010,"Education, Training, and Library","Secondary School Teachers",977495,48819.81118813788
2010,"Transportation and Material Moving","Industrial Truck and Tractor Operators",645741,25598.666387679947
2010,"Food Preparation and Serving","First-Line Supervisors of Food Preparation and Serving Workers",669761,25117.75649030562
2010,"Corporate","Real Estate Brokers and Sales Agents",970418,51200.7823777065
2010,"Education, Training, and Library","Teacher Assistants",1368147,16692.1125269828
2010,"Social Service","Medical Assistants and Other Healthcare Support Occupations, nec",994499,23189.886826666665
2010,"Production","First-Line Supervisors of Production and Operating Workers",1041106,51167.54357142857
2010,"Computer and Mathematical","Computer Scientists and Systems Analysts/Network systems Analysts/Web Developers",1241008,68171.60807366604
2010,"Social Service","Entertainment Attendants and Related Workers, nec",318891,14477.16742375081
2010,"Social Service","Respiratory Therapists",113969,49667.83485477178
2010,"Community and Social Services","Counselors",843347,39242.832193014045
2010,"Management in Business, Science, and Arts","Financial Managers",1207246,84696.63564758425
2010,"Corporate","Travel Agents",90568,32381.272629310344
2010,"Arts, Design, Entertainment, Sports, and Media","Media and Communication Workers, nec",119714,31278.247533632286
2010,"Building and Grounds Cleaning and Maintenance","Grounds Maintenance Workers",1885856,17477.902562891224
2010,"Installation, Maintenance, and Repair","Maintenance and Repair Workers, General",614917,38224.92085406967
2010,"Transportation and Material Moving","Machine Feeders and Offbearers",53464,22563.7816091954
2010,"Transportation and Material Moving","Sailors and marine oilers, and ship engineers",38349,44324.16438356164
2010,"Arts, Design, Entertainment, Sports, and Media","Technical Writers",78686,61357.85290628707
2010,"Construction","Construction Laborers",2295195,23367.36151674455
2010,"Arts, Design, Entertainment, Sports, and Media","Announcers",65317,39999.778491171746
2010,"Corporate","Postal Service Clerks",163036,45156.916807195055
2010,"Transportation and Material Moving","Crane and Tower Operators",85824,45495.138349514564
2010,"Military","Military, Rank Not Specified",1098631,45537.28198770085
2010,"Social Service","Massage Therapists",165659,20584.679548156957
2010,"Transportation and Material Moving","Laborers and Freight, Stock, and Material Movers, Hand",2938897,20095.847648298273
2010,"Management in Business, Science, and Arts","General and Operations Managers",1057976,85876.1227616762
2010,"Installation, Maintenance, and Repair","Industrial and Refractory Machinery Mechanics",450897,42826.0050020842
2010,"Corporate","Data Entry Keyers",543271,24074.801528140142
2010,"Corporate","Postal Service Mail Carriers",370332,45633.5452991453
2010,"Social Service","Registered Nurses",3114652,56983.13761164406
2010,"Computer and Mathematical","Network and Computer Systems Administrators",249968,63392.87589214909
2010,"Production","Power Plant Operators, Distributors, and Dispatchers",51517,71499.89614740369
2010,"Social Service","Funeral Service Workers and Embalmers",61933,49412.496433666194
2010,"Corporate","First-Line Supervisors of Office and Administrative Support Workers",1642218,48177.764684770904
2010,"Installation, Maintenance, and Repair","Telecommunications Line Installers and Repairers",198537,43174.56896551724
2010,"Management in Business, Science, and Arts","Education Administrators",1000889,67185.23251522421
2010,"Education, Training, and Library","Elementary and Middle School Teachers",4176173,44321.38836005877
2010,"Architecture and Engineering","Civil Engineers",338782,83018.01459645106
2010,"Production","Sewing Machine Operators",286253,16536.673860911273
2010,"Legal","Lawyers, and judges, magistrates, and other judicial workers",1153619,141813.64374107568
2010,"Arts, Design, Entertainment, Sports, and Media","Designers",933839,40762.49520153551
2010,"Building and Grounds Cleaning and Maintenance","Maids and Housekeeping Cleaners",2049557,13574.418420618784
2010,"Life, Physical, and Social Science","Atmospheric and Space Scientists",9049,81499.97752808989
2010,"Food Preparation and Serving","Chefs and Cooks",3420286,14824.970144346167
2010,"Community and Social Services","Clergy",492280,43900.50602836879
2010,"Corporate","Sales Representatives, Services, All Other",730387,59457.848569434755
2010,"Corporate","Insurance Claims and Policy Processing Clerks",347533,32674.691605301916
2010,"Corporate","Sales and Related Workers, All Other",334549,47125.772197309416
2010,"Food Preparation and Serving","Host and Hostesses, Restaurant, Lounge, and Coffee Shop",411549,7510.991619356583
2010,"Construction","Roofers",318051,20739.388042203987
2010,"Social Service","Hairdressers, Hairstylists, and Cosmetologists",906100,19988.206924131628
2010,"Education, Training, and Library","Other Teachers and Instructors",1138115,29373.532547993018
2010,"Construction","Structural Iron and Steel Workers",88125,34650.39426523297
2010,"Social Service","Personal Care Aides",1368733,16409.15635079097
2010,"Corporate","Stock Clerks and Order Fillers",2109061,18389.465128178887
2010,"Management in Business, Science, and Arts","Farmers, Ranchers, and Other Agricultural Managers",782651,48621.50185169236
2010,"Management in Business, Science, and Arts","Computer and Information Systems Managers",548774,95415.35287939786
2010,"Social Service","Law enforcement workers, nec",433338,10914.4345961401
2010,"Production","Sawing Machine Setters, Operators, and Tenders, Wood",43221,21986.560928433268
2010,"Corporate","Counter and Rental Clerks",173964,19013.148387096775
2010,"Construction","Carpenters",1732211,27125.91146732429
2010,"Social Service","Security Guards and Gaming Surveillance Officers",1228840,29953.03203131951
2010,"Arts, Design, Entertainment, Sports, and Media","Public Relations Specialists",168510,65755.23212192263
2010,"Management in Business, Science, and Arts","Purchasing Managers",215856,74063.89015317286
2010,"Food Preparation and Serving","Waiters and Waitresses",2929568,11408.360330316023
2010,"Architecture and Engineering","Architects, Except Naval",200680,70144.64686623012
2010,"Installation, Maintenance, and Repair","Aircraft Mechanics and Service Technicians",167592,52263.55082166768
2010,"Business Operations Specialists","Purchasing Agents, Except Wholesale, Retail, and Farm Products",293565,51681.51422107304
2010,"Arts, Design, Entertainment, Sports, and Media","Musicians, Singers, and Related Workers",243982,32996.419117647056
2010,"Management in Business, Science, and Arts","Constructions Managers",805164,66492.49419631592
2010,"Social Service","Nursing, Psychiatric, and Home Health Aides",2825645,20360.483440697233
2010,"Construction","Construction equipment operators except paving, surfacing, and tamping equipment operators",447996,37748.07783695207
2010,"Production","Laundry and Dry-Cleaning Workers",270954,18066.445091514142
2010,"Corporate","Office Clerks, General",1632538,25782.583145504632
2010,"Social Service","Clinical Laboratory Technologists and Technicians",404870,42696.353683148336
2010,"Farming, Fisheries, and Forestry","Agricultural workers, nec",1146265,17172.125591826563
2010,"Corporate","Production, Planning, and Expediting Clerks",349902,43085.93060754391
2010,"Social Service","Radiation Therapists",13190,75063.86666666667
2010,"Social Service","Diagnostic Related Technologists and Technicians",341084,48825.39429055964
2010,"Management in Business, Science, and Arts","Managers, nec (including Postmasters)",3555849,82531.47527980007
2010,"Technicians","Engineering Technicians, Except Drafters",494292,48674.39067813563
2010,"Construction","Painters, Construction and Maintenance",798393,21595.41028621241
2010,"Corporate","Interviewers, Except Eligibility and Loan",350560,22700.55208913649
2010,"Corporate","Telemarketers",240672,13780.713673177705
2010,"Transportation and Material Moving","Bus and Ambulance Drivers and Attendants",760897,28619.713938929348
2010,"Computer and Mathematical","Database Administrators",117861,67171.72136474411
2010,"Management in Business, Science, and Arts","Chief executives and legislators/public administration",1205481,145330.38272552783
2010,"Social Service","Childcare Workers",1950187,11768.808767064846
2010,"Corporate","Receptionists and Information Clerks",1660518,19635.795933830028
2010,"Production","Welding, Soldering, and Brazing Workers",725907,32116.72947123924
2010,"Corporate","Bank Tellers",518614,19179.214450867054
2010,"Transportation and Material Moving","Transportation Inspectors",59967,49993.52922077922
2010,"Social Service","Sheriffs, Bailiffs, Correctional Officers, and Jailers",504076,43122.83000391696
2010,"Installation, Maintenance, and Repair","Maintenance Workers, Machinery",31920,38488.579545454544
2010,"Social Service","Animal Trainers",56975,27211.39926739927
2010,"Management in Business, Science, and Arts","Property, Real Estate, and Community Association Managers",627115,65718.23654368312
2010,"Production","Chemical Processing Machine Setters, Operators, and Tenders",66764,48671.197586727
2010,"Corporate","Statistical Assistants",32222,37384.4895522388
2010,"Management in Business, Science, and Arts","Industrial Production Managers",266357,73700.88504542278
2010,"Installation, Maintenance, and Repair","Bus and Truck Mechanics and Diesel Engine Specialists",332553,38898.156880189796
2010,"Business Operations Specialists","Management Analysts",816330,86992.8642118713
2010,"Farming, Fisheries, and Forestry","First-Line Supervisors of Farming, Fishing, and Forestry Workers",67703,37808.66272965879
2010,"Production","Water Wastewater Treatment Plant and System Operators",87322,44766.04158415842
2010,"Farming, Fisheries, and Forestry","Logging Workers",98914,26062.76218487395
2010,"Social Service","Dental Hygienists",167340,41850.16290868095
2010,"Arts, Design, Entertainment, Sports, and Media","Artists and Related Workers",249177,36907.2527184102
2010,"Social Service","Police Officers and Detectives",869852,62553.518885741265
2010,"Social Service","Pharmacists",285418,94255.52097560976
2010,"Corporate","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",110666,29106.994722955144
2010,"Construction","Drywall Installers, Ceiling Tile Installers, and Tapers",202876,20880.405720957384
2010,"Construction","Carpet, Floor, and Tile Installers and Finishers",247457,24167.683309557775
2010,"Social Service","Health Diagnosing and Treating Practitioner Support Technicians",609183,26913.526720163907
2010,"Arts, Design, Entertainment, Sports, and Media","Photographers",195071,29525.387972325705
2010,"Production","Inspectors, Testers, Sorters, Samplers, and Weighers",967177,34543.77533539732
2010,"Construction","Pipelayers, Plumbers, Pipefitters, and Steamfitters",656936,38132.65817888799
2010,"Corporate","Bookkeeping, Accounting, and Auditing Clerks",1693717,32000.826769923657
2010,"Corporate","Computer Operators",167654,37528.66647230321
2010,"Architecture and Engineering","Electrical and Electronics Engineers",260967,87086.89523449319
2010,"Business Operations Specialists","Human Resources, Training, and Labor Relations Specialists",967045,55481.939844155844
2010,"Social Service","Occupational Therapy Assistants and Aides",15372,40333.43558282209
2010,"Extraction","Mining Machine Operators",72941,49679.47601476015
2010,"Architecture and Engineering","Drafters",213622,43662.71657041315
2010,"Computer and Mathematical","Computer Programmers",529164,70710.1031626506
2010,"Construction","Boilermakers",30655,49388.30128205128
2010,"Management in Business, Science, and Arts","Food Service and Lodging Managers",1286414,39326.859567099564
2010,"Production","Photographic Process Workers and Processing Machine Operators",69731,24274.454545454544
2010,"Farming, Fisheries, and Forestry","Fishing and hunting workers",60405,30211.203313253012
2010,"Architecture and Engineering","Industrial Engineers, including Health and Safety",200678,72547.9322113137
2010,"Building and Grounds Cleaning and Maintenance","Pest Control Workers",79487,33423.594666666664
2010,"Corporate","Sales Representatives, Wholesale and Manufacturing",1603482,65943.65889675372
2010,"Transportation and Material Moving","Supervisors of Transportation and Material Moving Workers",255742,47242.828993392926
2010,"Financial Specialists","Tax Preparers",171164,39467.45295404814
2010,"Education, Training, and Library","Preschool and Kindergarten Teachers",735730,21226.155928380093
2010,"Food Preparation and Serving","Food preparation and serving related workers, nec",516784,9438.095061188811
2010,"Installation, Maintenance, and Repair","Helpers--Installation, Maintenance, and Repair Workers",34398,18322.19512195122
2010,"Life, Physical, and Social Science","Life, Physical, and Social Science Technicians, nec",232228,29706.144334532375
2010,"Corporate","Office and administrative support workers, nec",646746,34102.37859375
2010,"Construction","Cement Masons, Concrete Finishers, and Terrazzo Workers",99903,24019.239860950172
2010,"Social Service","Dental Assistants",326878,23498.17286304417
2010,"Corporate","Securities, Commodities, and Financial Services Sales Agents",347175,105722.22343565525
2010,"Management in Business, Science, and Arts","Natural Science Managers",25703,111291.67832167832
2010,"Production","Machinists",421726,39577.79664855073
2010,"Business Operations Specialists","Other Business Operations and Management Specialists",532667,62941.78689745021
2010,"Corporate","Loan Interviewers and Clerks",152695,33324.71754143646
2010,"Food Preparation and Serving","Combined Food Preparation and Serving Workers, Including Fast Food",497394,10786.982754808756
2010,"Production","Textile bleaching and dyeing, and cutting machine setters, operators, and tenders",15847,19092.264150943396
2010,"Installation, Maintenance, and Repair","Other Installation, Maintenance, and Repair Workers Including Wind Turbine Service Technicians, and Commercial Divers, and Signal and Track Switch Repairers",296114,34166.59704002691
2010,"Financial Specialists","Credit Counselors and Loan Officers",360279,59102.87152391546
2010,"Corporate","Financial Clerks, nec",104234,46428.50540806293
2010,"Installation, Maintenance, and Repair","First-Line Supervisors of Mechanics, Installers, and Repairers",335469,55895.175211267604
2010,"Production","Crushing, Grinding, Polishing, Mixing, and Blending Workers",122129,31176.316509837467
2010,"Production","Packaging and Filling Machine Operators and Tenders",365579,20345.08112229338
2010,"Transportation and Material Moving","Material moving workers, nec",74824,32239.276
2010,"Social Service","Emergency Medical Technicians and Paramedics",197462,40176.693792383936
2010,"Construction","Helpers, Construction Trades",107410,16780.225603357816
2010,"Installation, Maintenance, and Repair","Electrical Power-Line Installers and Repairers",131544,58286.27507163324
2010,"Installation, Maintenance, and Repair","Millwrights",64281,45440.5216802168
2010,"Social Service","Physical Therapists",203203,64228.98476454293
2010,"Corporate","Credit Authorizers, Checkers, and Clerks",66780,41525.54559505409
2010,"Social Service","Chiropractors",56123,87454.82393162393
2010,"Corporate","Insurance Sales Agents",617049,67324.86450079239
2010,"Corporate","File Clerks",537316,21761.109177505037
2010,"Building and Grounds Cleaning and Maintenance","First-Line Supervisors of Housekeeping and Janitorial Workers",271602,35361.886259541985
2010,"Installation, Maintenance, and Repair","Electronic Home Entertainment Equipment Installers and Repairers",78221,31628.618980169973
2010,"Installation, Maintenance, and Repair","Automotive Glass Installers and Repairers",25193,27078.96261682243
2010,"Computer and Mathematical","Computer Support Specialists",608199,50833.780906593405
2010,"Business Operations Specialists","Wholesale and Retail Buyers, Except Farm Products",270685,41617.45907079646
2010,"Corporate","Eligibility Interviewers, Government Programs",81400,41546.77764565993
2010,"Installation, Maintenance, and Repair","Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics",241058,43762.7339658444
2010,"Corporate","Billing and Posting Clerks",584204,29652.37098999655
2010,"Corporate","Correspondent clerks and order clerks",192787,25312.8653250774
2010,"Corporate","Court, Municipal, and License Clerks",107629,35403.72893136403
2010,"Corporate","Word Processors and Typists",421829,24108.53946537571
2010,"Legal","Legal Support Workers, nec",266972,47991.6412325752
2010,"Production","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",14401,29652.0
2010,"Management in Business, Science, and Arts","Human Resources Managers",508040,72598.25326226797
2010,"Arts, Design, Entertainment, Sports, and Media","Editors, News Analysts, Reporters, and Correspondents",293202,52497.17179319372
2010,"Business Operations Specialists","Claims Adjusters, Appraisers, Examiners, and Investigators",333386,50410.848795180726
2010,"Community and Social Services","Social Workers",1203579,40292.67072368421
2010,"Corporate","Bill and Account Collectors",289596,28868.38104600865
2010,"Farming, Fisheries, and Forestry","Forest and Conservation Workers",28546,21343.075235109718
2010,"Transportation and Material Moving","Taxi Drivers and Chauffeurs",437404,26703.07311557789
2010,"Transportation and Material Moving","Ship and Boat Captains and Operators",49968,65062.234962406015
2010,"Production","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",56339,27700.786828422875
2010,"Corporate","Hotel, Motel, and Resort Desk Clerks",188106,16015.77080890973
2010,"Architecture and Engineering","Engineers, nec",490337,85710.78863987635
2010,"Installation, Maintenance, and Repair","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",395161,37880.8396373057
2010,"Corporate","Information and Record Clerks, All Other",135724,31148.147058823528
2010,"Social Service","Physician Assistants",122174,67752.01710863986
2010,"Technicians","Surveying and Mapping Technicians",89991,39455.9813391877
2010,"Transportation and Material Moving","Cleaners of Vehicles and Equipment",510844,16323.64993153811
2010,"Life, Physical, and Social Science","Chemical Technicians",81852,47151.30445246691
2010,"Production","Cutting Workers",97312,23405.37419354839
2010,"Transportation and Material Moving","Packers and Packagers, Hand",649855,15719.227660686292
2010,"Life, Physical, and Social Science","Chemists and Materials Scientists",93936,71553.53200419727
2010,"Production","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",14395,31402.21582733813
2010,"Construction","Plasterers and Stucco Masons",47745,21408.496240601504
2010,"Farming, Fisheries, and Forestry","Graders and Sorters, Agricultural Products",106109,14574.434184675834
2010,"Construction","Insulation Workers",56110,29733.70909090909
2010,"Education, Training, and Library","Special Education Teachers",283513,43829.23623445826
2010,"Social Service","Nonfarm Animal Caretakers",252599,16203.421576763485
2010,"Corporate","Couriers and Messengers",379333,32259.414760348584
2010,"Architecture and Engineering","Chemical Engineers",65901,93846.4745508982
2010,"Production","Food Processing, nec",104554,24470.877386934673
2010,"Life, Physical, and Social Science","Conservation Scientists and Foresters",29574,55232.07837837838
2010,"Social Service","Fire Inspectors",21946,53436.99163179917
2010,"Social Service","First-Line Supervisors of Personal Service Workers",216276,34424.55655206776
2010,"Installation, Maintenance, and Repair","Avionics Technicians",20763,55184.22680412371
2010,"Installation, Maintenance, and Repair","Computer, Automated Teller, and Office Machine Repairers",305631,37663.389674681755
2010,"Social Service","Physical Therapist Assistants and Aides",84716,28922.805917159763
2010,"Production","Butchers and Other Meat, Poultry, and Fish Processing Workers",333618,24513.32404066907
2010,"Management in Business, Science, and Arts","Social and Community Service Managers",365863,57812.023041474655
2010,"Transportation and Material Moving","Automotive and Watercraft Service Attendants",166406,16422.219558359622
2010,"Social Service","Baggage Porters, Bellhops, and Concierges",100063,24559.492736077482
2010,"Transportation and Material Moving","Railroad Conductors and Yardmasters",49768,53884.3813229572
2010,"Production","Painting Workers and Dyers",185361,27876.289340101524
2010,"Business Operations Specialists","Cost Estimators",152479,61868.29233621755
2010,"Financial Specialists","Personal Financial Advisors",374197,112136.13302034429
2010,"Social Service","Personal Appearance Workers, nec",312810,16927.83194795808
2010,"Financial Specialists","Appraisers and Assessors of Real Estate",102085,55982.80205655527
2010,"Social Service","Barbers",114115,23703.505903723886
2010,"Transportation and Material Moving","Dredge, Excavating, and Loading Machine Operators",56449,37533.8273155416
2010,"Business Operations Specialists","Logisticians",103591,56885.02059732235
2010,"Life, Physical, and Social Science","Psychologists",209881,69556.3467954346
2010,"Life, Physical, and Social Science","Environmental Scientists and Geoscientists",79693,84162.84677419355
2010,"Management in Business, Science, and Arts","Medical and Health Services Managers",627836,75943.18115717822
2010,"Legal","Paralegals and Legal Assistants",463385,41845.61699754628
2010,"Installation, Maintenance, and Repair","Control and Valve Installers and Repairers",26977,43241.69411764706
2010,"Social Service","Private Detectives and Investigators",93720,60216.55720338983
2010,"Community and Social Services","Directors, Religious Activities and Education",57982,33928.838258164855
2010,"Production","Food Batchmakers",111433,19851.705711519844
2010,"Production","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",119190,25367.94271685761
2010,"Education, Training, and Library","Education, Training, and Library Workers, nec",129900,51012.87186629527
2010,"Food Preparation and Serving","Counter Attendant, Cafeteria, Food Concession, and Coffee Shop",377971,6237.748271889401
2010,"Building and Grounds Cleaning and Maintenance","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",224331,37801.284981343284
2010,"Installation, Maintenance, and Repair","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers, nec",100675,21689.056792873052
2010,"Installation, Maintenance, and Repair","Radio and Telecommunications Equipment Installers and Repairers",199793,47264.96629778672
2010,"Production","Tool and Die Makers",78481,43682.38212290503
2010,"Business Operations Specialists","Buyers and Purchasing Agents, Farm Products",12812,48696.206896551725
2010,"Transportation and Material Moving","Motor Vehicle Operators, All Other",88953,28094.40458015267
2010,"Social Service","Supervisors, Protective Service Workers, All Other",105493,56376.75901328273
2010,"Food Preparation and Serving","Food Servers, Nonrestaurant",261017,14972.709128630706
2010,"Community and Social Services","Religious Workers, nec",104676,28345.081222707424
2010,"Life, Physical, and Social Science","Social Scientists, nec",67254,53556.2838038633
2010,"Management in Business, Science, and Arts","Managers in Marketing, Advertising, and Public Relations",1078706,84152.48160442601
2010,"Transportation and Material Moving","Parking Lot Attendants",107390,17554.475372279496
2010,"Food Preparation and Serving","Bartenders",511790,17650.062401441766
2010,"Production","Bookbinders, Printing Machine Operators, and Job Printers",306573,30071.88560885609
2010,"Corporate","Dispatchers",324045,34125.655226700255
2010,"Education, Training, and Library","Librarians",200536,42179.02915951973
2010,"Production","Plant and System Operators, nec",46656,57164.270707070704
2010,"Construction","Elevator Installers and Repairers",33520,68530.2064516129
2010,"Social Service","Tour and Travel Guides",77270,21575.417737789205
2010,"Installation, Maintenance, and Repair","Precision Instrument and Equipment Repairers",75335,45194.92676767677
2010,"Corporate","Models, Demonstrators, and Product Promoters",115134,18521.60910652921
2010,"Production","Structural Metal Fabricators and Fitters",36036,35361.85028248587
2010,"Production","Jewelers and Precious Stone and Metal Workers",45827,29635.782894736843
2010,"Transportation and Material Moving","Aircraft Pilots and Flight Engineers",143344,100684.74949899799
2010,"Social Service","Healthcare Practitioners and Technical Occupations, nec",91426,54928.466595970305
2010,"Business Operations Specialists","Compliance Officers, Except Agriculture",222444,66413.91903171953
2010,"Life, Physical, and Social Science","Biological Scientists",92425,55342.14838035528
2010,"Financial Specialists","Insurance Underwriters",113105,60743.88495575221
2010,"Military","First-Line Enlisted Military Supervisors",11244,32865.463917525776
2010,"Construction","Sheet Metal Workers, metal-working",163472,36218.68718592965
2010,"Corporate","Brokerage Clerks",12227,46288.51162790698
2010,"Production","Pressers, Textile, Garment, and Related Materials",63938,16166.275213675213
2010,"Corporate","Mail Clerks and Mail Machine Operators, Except Postal Service",144643,23279.299928926794
2010,"Corporate","Procurement Clerks",36908,47631.84102564103
2010,"Construction","Glaziers",52145,34056.111776447106
2010,"Management in Business, Science, and Arts","Architectural and Engineering Managers",164672,121329.97775305895
2010,"Corporate","Advertising Sales Agents",272368,55969.86648711043
2010,"Social Service","Ushers, Lobby Attendants, and Ticket Takers",67812,11819.959580838324
2010,"Social Service","First-Line Supervisors of Fire Fighting and Prevention Workers",59138,82812.12248062015
2010,"Social Service","Therapists, nec",156848,42240.91497227357
2010,"Production","Rolling Machine Setters, Operators, and Tenders, metal and Plastic",10859,30535.384615384617
2010,"Installation, Maintenance, and Repair","Small Engine Mechanics",57695,28503.91042345277
2010,"Architecture and Engineering","Mechanical Engineers",244330,72265.03231083845
2010,"Business Operations Specialists","Meeting and Convention Planners",228011,46940.49007498897
2010,"Corporate","Payroll and Timekeeping Clerks",203518,34060.972064393936
2010,"Installation, Maintenance, and Repair","Coin, Vending, and Amusement Machine Servicers and Repairers",50134,30104.179133858266
2010,"Architecture and Engineering","Environmental Engineers",33671,81996.39884393064
2010,"Financial Specialists","Tax Examiners and Collectors, and Revenue Agents",75201,48990.43573264781
2010,"Arts, Design, Entertainment, Sports, and Media","Writers and Authors",245309,50692.863109048725
2010,"Installation, Maintenance, and Repair","Automotive Body and Related Repairers",198939,31176.019680851063
2010,"Corporate","Parts Salespersons",123825,31209.713380839272
2010,"Transportation and Material Moving","Refuse and Recyclable Material Collectors",124304,24065.28226477935
2010,"Life, Physical, and Social Science","Economists and market researchers",28706,113881.64401294498
2010,"Financial Specialists","Credit Analysts",29832,55137.90909090909
2010,"Management in Business, Science, and Arts","Transportation, Storage, and Distribution Managers",257606,56438.1046141607
2010,"Computer and Mathematical","Operations Research Analysts",138280,78822.76346284935
2010,"Corporate","Human Resources Assistants, Except Payroll and Timekeeping",75145,35554.441767068274
2010,"Social Service","First-Line Supervisors of Correctional Officers",69911,52987.085680751174
2010,"Construction","Construction workers, nec",63367,28726.73838209983
2010,"Financial Specialists","Financial Specialists, nec",81515,82369.05975609756
2010,"Corporate","Switchboard Operators, Including Answering Service",51878,22860.84688090737
2010,"Architecture and Engineering","Computer Hardware Engineers",68917,81028.13939393939
2010,"Arts, Design, Entertainment, Sports, and Media","Dancers and Choreographers",33614,18998.895752895754
2010,"Transportation and Material Moving","Conveyor operators and tenders, and hoist and winch operators",16907,34025.24324324324
2010,"Social Service","Speech Language Pathologists",134066,54477.40362659503
2010,"Architecture and Engineering","Aerospace Engineers",151842,94873.63543543544
2010,"Architecture and Engineering","Surveyors, Cartographers, and Photogrammetrists",43430,54100.7139874739
